job_id,job_title,normalized_skills
JOB01752,HR Analyst,"['Data Analysis', 'Excel', 'HR Analytics', 'Power BI', 'SQL']"
JOB01753,Data Scientist,"['Machine Learning', 'Pandas', 'Python', 'SQL', 'Statistics']"
JOB01754,Software Engineer,"['Git', 'Java', 'Python', 'REST API', 'SQL']"
JOB01755,Machine Learning Engineer,"['Docker', 'Machine Learning', 'Oracle', 'Python', 'Scikit-learn', 'TensorFlow']"
JOB01756,HR Analyst,"['Data Analysis', 'Excel', 'HR Analytics', 'Power BI', 'SQL']"
JOB01757,Power BI Developer,"['DAX', 'Excel', 'Power BI', 'Power Query', 'SQL']"
JOB01758,Product Analyst,"['Cloud Computing', 'Excel', 'Product Analytics', 'Python', 'SQL']"
JOB01759,Web Developer,"['CSS', 'Git', 'HTML', 'Java', 'JavaScript', 'Machine Learning', 'React']"
JOB01760,Data Scientist,"['Machine Learning', 'Pandas', 'Python', 'SQL', 'Statistics']"
JOB01761,Data Engineer,"['AWS', 'Cloud Computing', 'ETL', 'Python', 'SQL', 'Spark']"
JOB01762,DevOps Engineer,"['AWS', 'Docker', 'Jenkins', 'Kubernetes', 'Linux']"
JOB01763,Python Developer,"['Django', 'Flask', 'Git', 'Python', 'SQL']"
JOB01764,Machine Learning Engineer,"['Docker', 'Machine Learning', 'Python', 'Scikit-learn', 'TensorFlow']"
JOB01765,HR Analyst,"['Data Analysis', 'Excel', 'HR Analytics', 'Power BI', 'SQL']"
JOB01766,Cloud Engineer,"['AWS', 'Azure', 'Cloud Computing', 'Docker', 'Linux']"
JOB01767,Product Analyst,"['Excel', 'Product Analytics', 'Python', 'SQL']"
JOB01768,Software Engineer,"['Git', 'Java', 'Python', 'REST API', 'SQL']"
JOB01769,Data Engineer,"['AWS', 'ETL', 'Python', 'SQL', 'Spark']"
JOB01770,BI Analyst,"['DAX', 'Data Visualization', 'Excel', 'Power BI', 'SQL']"
JOB01771,Database Administrator,"['Database', 'Database Administration', 'MySQL', 'Oracle', 'PostgreSQL', 'SQL']"
JOB01772,BI Analyst,"['DAX', 'Data Visualization', 'Excel', 'Power BI', 'SQL']"
JOB01773,Full Stack Developer,"['CSS', 'HTML', 'Java', 'JavaScript', 'Machine Learning', 'Node', 'React']"
JOB01774,Data Scientist,"['Machine Learning', 'Pandas', 'Python', 'SQL', 'Statistics']"
JOB01775,Data Engineer,"['AWS', 'ETL', 'Python', 'SQL', 'Spark']"
JOB01776,Business Analyst,"['Business Analysis', 'Cloud Computing', 'Excel', 'Power BI', 'Requirements Gathering', 'SQL']"
JOB01777,Power BI Developer,"['DAX', 'Excel', 'Power BI', 'Power Query', 'SQL']"
JOB01778,Data Analyst,"['Excel', 'Power BI', 'Python', 'SQL', 'Tableau']"
JOB01779,SQL Developer,"['Database', 'ETL', 'MySQL', 'PostgreSQL', 'SQL']"
JOB01780,BI Analyst,"['DAX', 'Data Visualization', 'Excel', 'Power BI', 'SQL']"
JOB01781,Cloud Engineer,"['AWS', 'Azure', 'Cloud Computing', 'Docker', 'Linux']"
JOB01782,Cloud Engineer,"['AWS', 'Azure', 'Cloud Computing', 'Docker', 'Linux']"
JOB01783,Cloud Engineer,"['AWS', 'Azure', 'Cloud Computing', 'Docker', 'Linux']"
JOB01784,Web Developer,"['CSS', 'Git', 'HTML', 'Java', 'JavaScript', 'Machine Learning', 'React']"
JOB01785,Full Stack Developer,"['CSS', 'HTML', 'Java', 'JavaScript', 'Machine Learning', 'Node', 'React']"
JOB01786,Financial Analyst,"['Excel', 'Financial Modeling', 'Power BI', 'SQL', 'Statistics']"
JOB01787,Software Engineer,"['Git', 'Java', 'Python', 'REST API', 'SQL']"
JOB01788,Cloud Engineer,"['AWS', 'Azure', 'Cloud Computing', 'Docker', 'Linux']"
JOB01789,Data Scientist,"['Machine Learning', 'Pandas', 'Python', 'SQL', 'Statistics']"
JOB01790,HR Analyst,"['Data Analysis', 'Excel', 'HR Analytics', 'Power BI', 'SQL']"
JOB01791,QA Engineer,"['Automation Testing', 'Java', 'Python', 'SQL', 'Selenium']"
JOB01792,Product Analyst,"['Excel', 'Product Analytics', 'Python', 'SQL']"
JOB01793,SQL Developer,"['Database', 'ETL', 'MySQL', 'PostgreSQL', 'SQL']"
JOB01794,Product Analyst,"['Excel', 'Product Analytics', 'Python', 'SQL']"
JOB01795,Machine Learning Engineer,"['Docker', 'Machine Learning', 'Python', 'Scikit-learn', 'TensorFlow']"
JOB01796,Financial Analyst,"['Excel', 'Financial Modeling', 'Power BI', 'SQL', 'Statistics']"
JOB01797,Data Analyst,"['Excel', 'Power BI', 'Python', 'SQL', 'Tableau']"
JOB01798,Power BI Developer,"['DAX', 'Excel', 'Power BI', 'Power Query', 'SQL']"
JOB01799,Full Stack Developer,"['CSS', 'HTML', 'Java', 'JavaScript', 'Machine Learning', 'Node', 'React']"
JOB01800,Data Analyst,"['Excel', 'Power BI', 'Python', 'SQL', 'Tableau']"
JOB01801,BI Analyst,"['DAX', 'Data Visualization', 'Excel', 'Power BI', 'SQL']"
JOB01802,Python Developer,"['Django', 'Flask', 'Git', 'Python', 'SQL']"
JOB01803,Database Administrator,"['Database', 'Database Administration', 'MySQL', 'Oracle', 'PostgreSQL', 'SQL']"
JOB01804,HR Analyst,"['Data Analysis', 'Excel', 'HR Analytics', 'Power BI', 'SQL']"
JOB01805,Marketing Analyst,"['Excel', 'Marketing Analytics', 'Power BI', 'Python', 'SQL']"
JOB01806,Data Scientist,"['Machine Learning', 'Pandas', 'Python', 'SQL', 'Statistics']"
JOB01807,Power BI Developer,"['Cloud Computing', 'DAX', 'Excel', 'Power BI', 'Power Query', 'SQL']"
JOB01808,HR Analyst,"['Data Analysis', 'Excel', 'HR Analytics', 'Oracle', 'Power BI', 'SQL']"
JOB01809,BI Analyst,"['DAX', 'Data Visualization', 'Excel', 'Power BI', 'SQL']"
JOB01810,Machine Learning Engineer,"['Docker', 'Machine Learning', 'Python', 'Scikit-learn', 'TensorFlow']"
JOB01811,BI Analyst,"['DAX', 'Data Visualization', 'Excel', 'Power BI', 'SQL']"
JOB01812,Cloud Engineer,"['AWS', 'Azure', 'Cloud Computing', 'Docker', 'Linux']"
JOB01813,Database Administrator,"['Database', 'Database Administration', 'MySQL', 'Oracle', 'PostgreSQL', 'SQL']"
JOB01814,QA Engineer,"['Automation Testing', 'Java', 'Python', 'SQL', 'Selenium']"
JOB01815,Data Analyst,"['Excel', 'Power BI', 'Python', 'SQL', 'Tableau']"
JOB01816,DevOps Engineer,"['AWS', 'Docker', 'Jenkins', 'Kubernetes', 'Linux']"
JOB01817,Software Engineer,"['Git', 'Java', 'Python', 'REST API', 'SQL']"
JOB01818,Data Analyst,"['Excel', 'Power BI', 'Python', 'SQL', 'Tableau']"
JOB01819,Marketing Analyst,"['Excel', 'Marketing Analytics', 'Power BI', 'Python', 'SQL']"
JOB01820,QA Engineer,"['Automation Testing', 'Java', 'Python', 'SQL', 'Selenium']"
JOB01821,Marketing Analyst,"['Excel', 'Marketing Analytics', 'Oracle', 'Power BI', 'Python', 'SQL']"
JOB01822,Database Administrator,"['Database', 'Database Administration', 'MySQL', 'Oracle', 'PostgreSQL', 'SQL']"
JOB01823,SQL Developer,"['Database', 'ETL', 'MySQL', 'PostgreSQL', 'SQL']"
JOB01824,SQL Developer,"['Database', 'ETL', 'MySQL', 'PostgreSQL', 'SQL']"
JOB01825,Cloud Engineer,"['AWS', 'Azure', 'Cloud Computing', 'Docker', 'Linux']"
JOB01826,Web Developer,"['CSS', 'Git', 'HTML', 'Java', 'JavaScript', 'Machine Learning', 'React']"
JOB01827,Python Developer,"['Django', 'Flask', 'Git', 'Python', 'SQL']"
JOB01828,Data Scientist,"['Machine Learning', 'Pandas', 'Python', 'SQL', 'Statistics']"
JOB01829,QA Engineer,"['Automation Testing', 'Java', 'Python', 'SQL', 'Selenium']"
JOB01830,SQL Developer,"['Database', 'ETL', 'MySQL', 'Oracle', 'PostgreSQL', 'SQL']"
JOB01831,Product Analyst,"['Excel', 'Product Analytics', 'Python', 'SQL']"
JOB01832,QA Engineer,"['Automation Testing', 'Java', 'Python', 'SQL', 'Selenium']"
JOB01833,QA Engineer,"['Automation Testing', 'Java', 'Python', 'SQL', 'Selenium']"
JOB01834,Financial Analyst,"['Excel', 'Financial Modeling', 'Power BI', 'SQL', 'Statistics']"
JOB01835,Cloud Engineer,"['AWS', 'Azure', 'Cloud Computing', 'Docker', 'Linux']"
JOB01836,Machine Learning Engineer,"['Docker', 'Machine Learning', 'Python', 'Scikit-learn', 'TensorFlow']"
JOB01837,Python Developer,"['Cloud Computing', 'Django', 'Flask', 'Git', 'Python', 'SQL']"
JOB01838,Database Administrator,"['Database', 'Database Administration', 'MySQL', 'Oracle', 'PostgreSQL', 'SQL']"
JOB01839,DevOps Engineer,"['AWS', 'Docker', 'Jenkins', 'Kubernetes', 'Linux']"
JOB01840,Full Stack Developer,"['CSS', 'HTML', 'Java', 'JavaScript', 'Machine Learning', 'Node', 'React']"
JOB01841,Python Developer,"['Django', 'Flask', 'Git', 'Python', 'SQL']"
JOB01842,Cloud Engineer,"['AWS', 'Azure', 'Cloud Computing', 'Docker', 'Linux']"
JOB01843,DevOps Engineer,"['AWS', 'Docker', 'Jenkins', 'Kubernetes', 'Linux']"
JOB01844,Data Engineer,"['AWS', 'ETL', 'Python', 'SQL', 'Spark']"
JOB01845,BI Analyst,"['DAX', 'Data Visualization', 'Excel', 'Power BI', 'SQL']"
JOB01846,DevOps Engineer,"['AWS', 'Docker', 'Jenkins', 'Kubernetes', 'Linux']"
JOB01847,SQL Developer,"['Database', 'ETL', 'MySQL', 'PostgreSQL', 'SQL']"
JOB01848,Python Developer,"['Django', 'Flask', 'Git', 'Python', 'SQL']"
JOB01849,Financial Analyst,"['Excel', 'Financial Modeling', 'Power BI', 'SQL', 'Statistics']"
JOB01850,Business Analyst,"['Business Analysis', 'Excel', 'Power BI', 'Requirements Gathering', 'SQL']"
JOB01851,Financial Analyst,"['Excel', 'Financial Modeling', 'Power BI', 'SQL', 'Statistics']"
JOB01852,QA Engineer,"['Automation Testing', 'Java', 'Python', 'SQL', 'Selenium']"
JOB01853,Database Administrator,"['Database', 'Database Administration', 'MySQL', 'Oracle', 'PostgreSQL', 'SQL']"
JOB01854,Software Engineer,"['Cloud Computing', 'Git', 'Java', 'Python', 'REST API', 'SQL']"
JOB01855,Python Developer,"['Django', 'Flask', 'Git', 'Python', 'SQL']"
JOB01856,Cloud Engineer,"['AWS', 'Azure', 'Cloud Computing', 'Docker', 'Linux']"
JOB01857,Data Engineer,"['AWS', 'ETL', 'Python', 'SQL', 'Spark']"
JOB01858,Data Analyst,"['Excel', 'Power BI', 'Python', 'SQL', 'Tableau']"
JOB01859,DevOps Engineer,"['AWS', 'Docker', 'Jenkins', 'Kubernetes', 'Linux']"
JOB01860,Product Analyst,"['Excel', 'Product Analytics', 'Python', 'SQL']"
JOB01861,Full Stack Developer,"['CSS', 'HTML', 'Java', 'JavaScript', 'Machine Learning', 'Node', 'React']"
JOB01862,HR Analyst,"['Data Analysis', 'Excel', 'HR Analytics', 'Power BI', 'SQL']"
JOB01863,HR Analyst,"['Data Analysis', 'Excel', 'HR Analytics', 'Power BI', 'SQL']"
JOB01864,Data Analyst,"['Excel', 'Power BI', 'Python', 'SQL', 'Tableau']"
JOB01865,Data Engineer,"['AWS', 'ETL', 'Python', 'SQL', 'Spark']"
JOB01866,SQL Developer,"['Database', 'ETL', 'MySQL', 'PostgreSQL', 'SQL']"
JOB01867,SQL Developer,"['Database', 'ETL', 'MySQL', 'PostgreSQL', 'SQL']"
JOB01868,Data Scientist,"['Machine Learning', 'Pandas', 'Python', 'SQL', 'Statistics']"
JOB01869,Python Developer,"['Django', 'Flask', 'Git', 'Python', 'SQL']"
JOB01870,HR Analyst,"['Data Analysis', 'Excel', 'HR Analytics', 'Power BI', 'SQL']"
JOB01871,Power BI Developer,"['DAX', 'Excel', 'Power BI', 'Power Query', 'SQL']"
JOB01872,QA Engineer,"['Automation Testing', 'Java', 'Python', 'SQL', 'Selenium']"
JOB01873,Machine Learning Engineer,"['Docker', 'Machine Learning', 'Oracle', 'Python', 'Scikit-learn', 'TensorFlow']"
JOB01874,SQL Developer,"['Cloud Computing', 'Database', 'ETL', 'MySQL', 'PostgreSQL', 'SQL']"
JOB01875,HR Analyst,"['Data Analysis', 'Excel', 'HR Analytics', 'Power BI', 'SQL']"
JOB01876,BI Analyst,"['DAX', 'Data Visualization', 'Excel', 'Power BI', 'SQL']"
JOB01877,Power BI Developer,"['DAX', 'Excel', 'Oracle', 'Power BI', 'Power Query', 'SQL']"
JOB01878,Web Developer,"['CSS', 'Git', 'HTML', 'Java', 'JavaScript', 'Machine Learning', 'React']"
JOB01879,Business Analyst,"['Business Analysis', 'Excel', 'Power BI', 'Requirements Gathering', 'SQL']"
JOB01880,Python Developer,"['Django', 'Flask', 'Git', 'Python', 'SQL']"
JOB01881,BI Analyst,"['DAX', 'Data Visualization', 'Excel', 'Power BI', 'SQL']"
JOB01882,Power BI Developer,"['DAX', 'Excel', 'Power BI', 'Power Query', 'SQL']"
JOB01883,Database Administrator,"['Database', 'Database Administration', 'MySQL', 'Oracle', 'PostgreSQL', 'SQL']"
JOB01884,Product Analyst,"['Excel', 'Product Analytics', 'Python', 'SQL']"
JOB01885,Data Analyst,"['Excel', 'Power BI', 'Python', 'SQL', 'Tableau']"
JOB01886,Financial Analyst,"['Excel', 'Financial Modeling', 'Power BI', 'SQL', 'Statistics']"
JOB01887,DevOps Engineer,"['AWS', 'Docker', 'Jenkins', 'Kubernetes', 'Linux', 'Oracle']"
JOB01888,Full Stack Developer,"['CSS', 'HTML', 'Java', 'JavaScript', 'Machine Learning', 'Node', 'React']"
JOB01889,Marketing Analyst,"['Excel', 'Marketing Analytics', 'Power BI', 'Python', 'SQL']"
JOB01890,Power BI Developer,"['DAX', 'Excel', 'Power BI', 'Power Query', 'SQL']"
JOB01891,Python Developer,"['Django', 'Flask', 'Git', 'Python', 'SQL']"
JOB01892,Data Engineer,"['AWS', 'ETL', 'Python', 'SQL', 'Spark']"
JOB01893,Business Analyst,"['Business Analysis', 'Excel', 'Power BI', 'Requirements Gathering', 'SQL']"
JOB01894,Power BI Developer,"['DAX', 'Excel', 'Power BI', 'Power Query', 'SQL']"
JOB01895,QA Engineer,"['Automation Testing', 'Java', 'Python', 'SQL', 'Selenium']"
JOB01896,Machine Learning Engineer,"['Docker', 'Machine Learning', 'Python', 'Scikit-learn', 'TensorFlow']"
JOB01897,Database Administrator,"['Database', 'Database Administration', 'MySQL', 'Oracle', 'PostgreSQL', 'SQL']"
JOB01898,Marketing Analyst,"['Excel', 'Marketing Analytics', 'Power BI', 'Python', 'SQL']"
JOB01899,Machine Learning Engineer,"['Docker', 'Machine Learning', 'Python', 'Scikit-learn', 'TensorFlow']"
JOB01900,DevOps Engineer,"['AWS', 'Docker', 'Jenkins', 'Kubernetes', 'Linux']"
JOB01901,Software Engineer,"['Git', 'Java', 'Python', 'REST API', 'SQL']"
JOB01902,QA Engineer,"['Automation Testing', 'Java', 'Python', 'SQL', 'Selenium']"
JOB01903,Marketing Analyst,"['Excel', 'Marketing Analytics', 'Power BI', 'Python', 'SQL']"
JOB01904,Software Engineer,"['Git', 'Java', 'Python', 'REST API', 'SQL']"
JOB01905,DevOps Engineer,"['AWS', 'Docker', 'Jenkins', 'Kubernetes', 'Linux']"
JOB01906,Software Engineer,"['Git', 'Java', 'Python', 'REST API', 'SQL']"
JOB01907,Business Analyst,"['Business Analysis', 'Excel', 'Power BI', 'Requirements Gathering', 'SQL']"
JOB01908,Python Developer,"['Django', 'Flask', 'Git', 'Python', 'SQL']"
JOB01909,Web Developer,"['CSS', 'Git', 'HTML', 'Java', 'JavaScript', 'Machine Learning', 'React']"
JOB01910,Software Engineer,"['Git', 'Java', 'Python', 'REST API', 'SQL']"
JOB01911,Marketing Analyst,"['Excel', 'Marketing Analytics', 'Power BI', 'Python', 'SQL']"
JOB01912,DevOps Engineer,"['AWS', 'Docker', 'Jenkins', 'Kubernetes', 'Linux']"
JOB01913,Cloud Engineer,"['AWS', 'Azure', 'Cloud Computing', 'Docker', 'Linux']"
JOB01914,Financial Analyst,"['Excel', 'Financial Modeling', 'Power BI', 'SQL', 'Statistics']"
JOB01915,Web Developer,"['CSS', 'Git', 'HTML', 'Java', 'JavaScript', 'Machine Learning', 'Oracle', 'React']"
JOB01916,Cloud Engineer,"['AWS', 'Azure', 'Cloud Computing', 'Docker', 'Linux']"
JOB01917,BI Analyst,"['Cloud Computing', 'DAX', 'Data Visualization', 'Excel', 'Power BI', 'SQL']"
JOB01918,Web Developer,"['CSS', 'Git', 'HTML', 'Java', 'JavaScript', 'Machine Learning', 'React']"
JOB01919,Full Stack Developer,"['CSS', 'HTML', 'Java', 'JavaScript', 'Machine Learning', 'Node', 'React']"
JOB01920,QA Engineer,"['Automation Testing', 'Java', 'Python', 'SQL', 'Selenium']"
JOB01921,BI Analyst,"['DAX', 'Data Visualization', 'Excel', 'Power BI', 'SQL']"
JOB01922,Data Analyst,"['Excel', 'Power BI', 'Python', 'SQL', 'Tableau']"
JOB01923,Data Engineer,"['AWS', 'ETL', 'Python', 'SQL', 'Spark']"
JOB01924,BI Analyst,"['DAX', 'Data Visualization', 'Excel', 'Power BI', 'SQL']"
JOB01925,Python Developer,"['Django', 'Flask', 'Git', 'Python', 'SQL']"
JOB01926,BI Analyst,"['DAX', 'Data Visualization', 'Excel', 'Power BI', 'SQL']"
JOB01927,Database Administrator,"['Database', 'Database Administration', 'MySQL', 'Oracle', 'PostgreSQL', 'SQL']"
JOB01928,Python Developer,"['Django', 'Flask', 'Git', 'Python', 'SQL']"
JOB01929,HR Analyst,"['Data Analysis', 'Excel', 'HR Analytics', 'Power BI', 'SQL']"
JOB01930,SQL Developer,"['Database', 'ETL', 'MySQL', 'PostgreSQL', 'SQL']"
JOB01931,Power BI Developer,"['DAX', 'Excel', 'Power BI', 'Power Query', 'SQL']"
JOB01932,Cloud Engineer,"['AWS', 'Azure', 'Cloud Computing', 'Docker', 'Linux']"
JOB01933,Power BI Developer,"['DAX', 'Excel', 'Power BI', 'Power Query', 'SQL']"
JOB01934,HR Analyst,"['Data Analysis', 'Excel', 'HR Analytics', 'Power BI', 'SQL']"
JOB01935,Web Developer,"['CSS', 'Git', 'HTML', 'Java', 'JavaScript', 'Machine Learning', 'React']"
JOB01936,DevOps Engineer,"['AWS', 'Docker', 'Jenkins', 'Kubernetes', 'Linux']"
JOB01937,Data Engineer,"['AWS', 'ETL', 'Python', 'SQL', 'Spark']"
JOB01938,Cloud Engineer,"['AWS', 'Azure', 'Cloud Computing', 'Docker', 'Linux']"
JOB01939,Database Administrator,"['Database', 'Database Administration', 'MySQL', 'Oracle', 'PostgreSQL', 'SQL']"
JOB01940,Product Analyst,"['Excel', 'Product Analytics', 'Python', 'SQL']"
JOB01941,Machine Learning Engineer,"['Docker', 'Machine Learning', 'Python', 'Scikit-learn', 'TensorFlow']"
JOB01942,QA Engineer,"['Automation Testing', 'Java', 'Python', 'SQL', 'Selenium']"
JOB01943,Data Scientist,"['Machine Learning', 'Pandas', 'Python', 'SQL', 'Statistics']"
JOB01944,Software Engineer,"['Cloud Computing', 'Git', 'Java', 'Python', 'REST API', 'SQL']"
JOB01945,Data Analyst,"['Excel', 'Power BI', 'Python', 'SQL', 'Tableau']"
JOB01946,HR Analyst,"['Data Analysis', 'Excel', 'HR Analytics', 'Power BI', 'SQL']"
JOB01947,Software Engineer,"['Git', 'Java', 'Python', 'REST API', 'SQL']"
JOB01948,BI Analyst,"['DAX', 'Data Visualization', 'Excel', 'Power BI', 'SQL']"
JOB01949,Python Developer,"['Django', 'Flask', 'Git', 'Python', 'SQL']"
JOB01950,Machine Learning Engineer,"['Docker', 'Machine Learning', 'Python', 'Scikit-learn', 'TensorFlow']"
JOB01951,Financial Analyst,"['Excel', 'Financial Modeling', 'Power BI', 'SQL', 'Statistics']"
JOB01952,Python Developer,"['Django', 'Flask', 'Git', 'Python', 'SQL']"
JOB01953,Power BI Developer,"['DAX', 'Excel', 'Power BI', 'Power Query', 'SQL']"
JOB01954,Machine Learning Engineer,"['Docker', 'Machine Learning', 'Python', 'Scikit-learn', 'TensorFlow']"
JOB01955,BI Analyst,"['DAX', 'Data Visualization', 'Excel', 'Power BI', 'SQL']"
JOB01956,Power BI Developer,"['DAX', 'Excel', 'Power BI', 'Power Query', 'SQL']"
JOB01957,SQL Developer,"['Database', 'ETL', 'MySQL', 'PostgreSQL', 'SQL']"
JOB01958,Software Engineer,"['Git', 'Java', 'Python', 'REST API', 'SQL']"
JOB01959,Marketing Analyst,"['Excel', 'Marketing Analytics', 'Power BI', 'Python', 'SQL']"
JOB01960,DevOps Engineer,"['AWS', 'Docker', 'Jenkins', 'Kubernetes', 'Linux']"
JOB01961,Machine Learning Engineer,"['Docker', 'Machine Learning', 'Oracle', 'Python', 'Scikit-learn', 'TensorFlow']"
JOB01962,HR Analyst,"['Data Analysis', 'Excel', 'HR Analytics', 'Power BI', 'SQL']"
JOB01963,Software Engineer,"['Git', 'Java', 'Python', 'REST API', 'SQL']"
JOB01964,Business Analyst,"['Business Analysis', 'Excel', 'Oracle', 'Power BI', 'Requirements Gathering', 'SQL']"
JOB01965,Marketing Analyst,"['Excel', 'Marketing Analytics', 'Power BI', 'Python', 'SQL']"
JOB01966,DevOps Engineer,"['AWS', 'Docker', 'Jenkins', 'Kubernetes', 'Linux']"
JOB01967,Power BI Developer,"['DAX', 'Excel', 'Power BI', 'Power Query', 'SQL']"
JOB01968,Database Administrator,"['Database', 'Database Administration', 'MySQL', 'Oracle', 'PostgreSQL', 'SQL']"
JOB01969,Business Analyst,"['Business Analysis', 'Excel', 'Power BI', 'Requirements Gathering', 'SQL']"
JOB01970,Database Administrator,"['Database', 'Database Administration', 'MySQL', 'Oracle', 'PostgreSQL', 'SQL']"
JOB01971,BI Analyst,"['DAX', 'Data Visualization', 'Excel', 'Power BI', 'SQL']"
JOB01972,Business Analyst,"['Business Analysis', 'Excel', 'Power BI', 'Requirements Gathering', 'SQL']"
JOB01973,Data Scientist,"['Machine Learning', 'Pandas', 'Python', 'SQL', 'Statistics']"
JOB01974,SQL Developer,"['Database', 'ETL', 'MySQL', 'PostgreSQL', 'SQL']"
JOB01975,Python Developer,"['Django', 'Flask', 'Git', 'Python', 'SQL']"
JOB01976,Software Engineer,"['Git', 'Java', 'Python', 'REST API', 'SQL']"
JOB01977,SQL Developer,"['Database', 'ETL', 'MySQL', 'PostgreSQL', 'SQL']"
JOB01978,SQL Developer,"['Database', 'ETL', 'MySQL', 'Oracle', 'PostgreSQL', 'SQL']"
JOB01979,Software Engineer,"['Git', 'Java', 'Python', 'REST API', 'SQL']"
JOB01980,Python Developer,"['Django', 'Flask', 'Git', 'Python', 'SQL']"
JOB01981,DevOps Engineer,"['AWS', 'Docker', 'Jenkins', 'Kubernetes', 'Linux']"
JOB01982,Power BI Developer,"['DAX', 'Excel', 'Power BI', 'Power Query', 'SQL']"
JOB01983,Financial Analyst,"['Excel', 'Financial Modeling', 'Oracle', 'Power BI', 'SQL', 'Statistics']"
JOB01984,Data Scientist,"['Cloud Computing', 'Machine Learning', 'Pandas', 'Python', 'SQL', 'Statistics']"
JOB01985,HR Analyst,"['Data Analysis', 'Excel', 'HR Analytics', 'Power BI', 'SQL']"
JOB01986,Business Analyst,"['Business Analysis', 'Excel', 'Power BI', 'Requirements Gathering', 'SQL']"
JOB01987,HR Analyst,"['Data Analysis', 'Excel', 'HR Analytics', 'Power BI', 'SQL']"
JOB01988,Marketing Analyst,"['Cloud Computing', 'Excel', 'Marketing Analytics', 'Power BI', 'Python', 'SQL']"
JOB01989,Data Analyst,"['Excel', 'Power BI', 'Python', 'SQL', 'Tableau']"
JOB01990,Software Engineer,"['Git', 'Java', 'Python', 'REST API', 'SQL']"
JOB01991,Full Stack Developer,"['CSS', 'HTML', 'Java', 'JavaScript', 'Machine Learning', 'Node', 'React']"
JOB01992,Web Developer,"['CSS', 'Git', 'HTML', 'Java', 'JavaScript', 'Machine Learning', 'React']"
JOB01993,Web Developer,"['CSS', 'Git', 'HTML', 'Java', 'JavaScript', 'Machine Learning', 'React']"
JOB01994,QA Engineer,"['Automation Testing', 'Java', 'Python', 'SQL', 'Selenium']"
JOB01995,Financial Analyst,"['Excel', 'Financial Modeling', 'Power BI', 'SQL', 'Statistics']"
JOB01996,HR Analyst,"['Data Analysis', 'Excel', 'HR Analytics', 'Power BI', 'SQL']"
JOB01997,Power BI Developer,"['DAX', 'Excel', 'Power BI', 'Power Query', 'SQL']"
JOB01998,Software Engineer,"['Git', 'Java', 'Python', 'REST API', 'SQL']"
JOB01999,BI Analyst,"['DAX', 'Data Visualization', 'Excel', 'Power BI', 'SQL']"
JOB02000,HR Analyst,"['Data Analysis', 'Excel', 'HR Analytics', 'Power BI', 'SQL']"
JOB02001,Software Engineer,"['Git', 'Java', 'Python', 'REST API', 'SQL']"
JOB02002,Full Stack Developer,"['CSS', 'HTML', 'Java', 'JavaScript', 'Machine Learning', 'Node', 'React']"
JOB02003,SQL Developer,"['Database', 'ETL', 'MySQL', 'PostgreSQL', 'SQL']"
JOB02004,Business Analyst,"['Business Analysis', 'Excel', 'Power BI', 'Requirements Gathering', 'SQL']"
JOB02005,Marketing Analyst,"['Excel', 'Marketing Analytics', 'Power BI', 'Python', 'SQL']"
JOB02006,Cloud Engineer,"['AWS', 'Azure', 'Cloud Computing', 'Docker', 'Linux']"
JOB02007,Software Engineer,"['Git', 'Java', 'Python', 'REST API', 'SQL']"
JOB02008,Full Stack Developer,"['CSS', 'HTML', 'Java', 'JavaScript', 'Machine Learning', 'Node', 'React']"
JOB02009,Data Analyst,"['Excel', 'Power BI', 'Python', 'SQL', 'Tableau']"
JOB02010,SQL Developer,"['Database', 'ETL', 'MySQL', 'PostgreSQL', 'SQL']"
JOB02011,QA Engineer,"['Automation Testing', 'Java', 'Python', 'SQL', 'Selenium']"
JOB02012,Machine Learning Engineer,"['Docker', 'Machine Learning', 'Python', 'Scikit-learn', 'TensorFlow']"
JOB02013,Python Developer,"['Django', 'Flask', 'Git', 'Python', 'SQL']"
JOB02014,Machine Learning Engineer,"['Docker', 'Machine Learning', 'Python', 'Scikit-learn', 'TensorFlow']"
JOB02015,Financial Analyst,"['Excel', 'Financial Modeling', 'Power BI', 'SQL', 'Statistics']"
JOB02016,HR Analyst,"['Data Analysis', 'Excel', 'HR Analytics', 'Power BI', 'SQL']"
JOB02017,Data Scientist,"['Machine Learning', 'Pandas', 'Python', 'SQL', 'Statistics']"
JOB02018,SQL Developer,"['Database', 'ETL', 'MySQL', 'PostgreSQL', 'SQL']"
JOB02019,Python Developer,"['Django', 'Flask', 'Git', 'Python', 'SQL']"
JOB02020,Financial Analyst,"['Excel', 'Financial Modeling', 'Power BI', 'SQL', 'Statistics']"
JOB02021,Cloud Engineer,"['AWS', 'Azure', 'Cloud Computing', 'Docker', 'Linux']"
JOB02022,Data Scientist,"['Machine Learning', 'Pandas', 'Python', 'SQL', 'Statistics']"
JOB02023,DevOps Engineer,"['AWS', 'Docker', 'Jenkins', 'Kubernetes', 'Linux']"
JOB02024,Power BI Developer,"['DAX', 'Excel', 'Power BI', 'Power Query', 'SQL']"
JOB02025,Software Engineer,"['Git', 'Java', 'Python', 'REST API', 'SQL']"
JOB02026,Cloud Engineer,"['AWS', 'Azure', 'Cloud Computing', 'Docker', 'Linux']"
JOB02027,Marketing Analyst,"['Excel', 'Marketing Analytics', 'Power BI', 'Python', 'SQL']"
JOB02028,BI Analyst,"['Cloud Computing', 'DAX', 'Data Visualization', 'Excel', 'Power BI', 'SQL']"
